time,wb_dat_o[7],wb_dat_o[6],wb_dat_o[5],wb_dat_o[4],wb_dat_o[3],wb_dat_o[2],wb_dat_o[1],wb_dat_o[0],wb_ack_o,wb_inta_o,scl_pad_o,scl_padoen_o
73025,0,1,0,0,0,0,1,0,0,0,0,0
73035,0,1,0,0,0,0,1,0,x,0,0,0
73045,0,1,0,0,0,0,1,0,0,0,0,0
73055,0,1,0,0,0,0,1,0,x,0,0,0
73065,0,1,0,0,0,0,1,0,0,0,0,0
73075,0,1,0,0,0,0,1,0,x,0,0,0
73085,0,1,0,0,0,0,1,0,0,0,0,0
73095,0,1,0,0,0,0,1,0,x,0,0,0
73105,0,1,0,0,0,0,1,0,0,0,0,0
73115,0,1,0,0,0,0,1,0,x,0,0,0
73125,0,1,0,0,0,0,1,0,0,0,0,0
73135,0,1,0,0,0,0,1,0,x,0,0,0
73145,0,1,0,0,0,0,1,0,0,0,0,0
73155,0,1,0,0,0,0,1,0,x,0,0,0
73165,0,1,0,0,0,0,1,0,0,0,0,0
73175,0,1,0,0,0,0,1,0,x,0,0,0
73185,0,1,0,0,0,0,1,0,0,0,0,0
73195,0,1,0,0,0,0,1,0,x,0,0,0
73205,0,1,0,0,0,0,1,0,0,0,0,0
73215,0,1,0,0,0,0,1,0,x,0,0,0
73225,0,1,0,0,0,0,1,0,0,0,0,0
73235,0,1,0,0,0,0,1,0,x,0,0,0
73245,0,1,0,0,0,0,1,0,0,0,0,0
73255,0,1,0,0,0,0,1,0,x,0,0,0
73265,0,1,0,0,0,0,1,0,0,0,0,0
73275,0,1,0,0,0,0,1,0,x,0,0,0
73285,0,1,0,0,0,0,1,0,0,0,0,0
73295,0,1,0,0,0,0,1,0,x,0,0,0
73305,0,1,0,0,0,0,1,0,0,0,0,0
73315,0,1,0,0,0,0,1,0,x,0,0,0
73325,0,1,0,0,0,0,1,0,0,0,0,0
73335,0,1,0,0,0,0,1,0,x,0,0,0
73345,0,1,0,0,0,0,1,0,0,0,0,0
73355,0,1,0,0,0,0,1,0,x,0,0,0
73365,0,1,0,0,0,0,1,0,0,0,0,0
73375,0,1,0,0,0,0,1,0,x,0,0,0
73385,0,1,0,0,0,0,1,0,0,0,0,0
73395,0,1,0,0,0,0,1,0,x,0,0,0
73405,0,1,0,0,0,0,1,0,0,0,0,0
73415,0,1,0,0,0,0,1,0,x,0,0,0
73425,0,1,0,0,0,0,1,0,0,0,0,0
73435,0,1,0,0,0,0,1,0,x,0,0,0
73445,0,1,0,0,0,0,1,0,0,0,0,0
73455,0,1,0,0,0,0,1,0,x,0,0,0
73465,0,1,0,0,0,0,1,0,0,0,0,0
73475,0,1,0,0,0,0,1,0,x,0,0,0
73485,0,1,0,0,0,0,1,0,0,0,0,0
73495,0,1,0,0,0,0,1,0,x,0,0,0
73505,0,1,0,0,0,0,1,0,0,0,0,0
73515,0,1,0,0,0,0,1,0,x,0,0,0
73525,0,1,0,0,0,0,1,0,0,0,0,0
73535,0,1,0,0,0,0,1,0,x,0,0,0
73545,0,1,0,0,0,0,1,0,0,0,0,0
73555,0,1,0,0,0,0,1,0,x,0,0,0
73565,0,1,0,0,0,0,1,0,0,0,0,0
73575,0,1,0,0,0,0,1,0,x,0,0,0
73585,0,1,0,0,0,0,1,0,0,0,0,0
73595,0,1,0,0,0,0,1,0,x,0,0,0
73605,0,1,0,0,0,0,1,0,0,0,0,0
73615,0,1,0,0,0,0,1,0,x,0,0,0
73625,0,1,0,0,0,0,1,0,0,0,0,0
73635,0,1,0,0,0,0,1,0,x,0,0,0
73645,0,1,0,0,0,0,1,0,0,0,0,0
73655,0,1,0,0,0,0,1,0,x,0,0,0
73665,0,1,0,0,0,0,1,0,0,0,0,0
73675,0,1,0,0,0,0,1,0,x,0,0,0
73685,0,1,0,0,0,0,1,0,0,0,0,0
73695,0,1,0,0,0,0,1,0,x,0,0,0
73705,0,1,0,0,0,0,1,0,0,0,0,0
73715,0,1,0,0,0,0,1,0,x,0,0,0
73725,0,1,0,0,0,0,1,0,0,0,0,0
73735,0,1,0,0,0,0,1,0,x,0,0,0
73745,0,1,0,0,0,0,1,0,0,0,0,0
73755,0,1,0,0,0,0,1,0,x,0,0,0
73765,0,1,0,0,0,0,1,0,0,0,0,0
73775,0,1,0,0,0,0,1,0,x,0,0,0
73785,0,1,0,0,0,0,1,0,0,0,0,0
73795,0,1,0,0,0,0,1,0,x,0,0,0
73805,0,1,0,0,0,0,1,0,0,0,0,0
73815,0,1,0,0,0,0,1,0,x,0,0,0
73825,0,1,0,0,0,0,1,0,0,0,0,0
73835,0,1,0,0,0,0,1,0,x,0,0,0
73845,0,1,0,0,0,0,1,0,0,0,0,0
73855,0,1,0,0,0,0,1,0,x,0,0,0
73865,0,1,0,0,0,0,1,0,0,0,0,0
73875,0,1,0,0,0,0,1,0,x,0,0,0
73885,0,1,0,0,0,0,1,0,0,0,0,0
73895,0,1,0,0,0,0,1,0,x,0,0,0
73905,0,1,0,0,0,0,1,0,0,0,0,0
73915,0,1,0,0,0,0,1,0,x,0,0,0
73925,0,1,0,0,0,0,1,0,0,0,0,0
73935,0,1,0,0,0,0,1,0,x,0,0,0
73945,0,1,0,0,0,0,1,0,0,0,0,0
73955,0,1,0,0,0,0,1,0,x,0,0,0
73965,0,1,0,0,0,0,1,0,0,0,0,0
73975,0,1,0,0,0,0,1,0,x,0,0,0
73985,0,1,0,0,0,0,1,0,0,0,0,0
73995,0,1,0,0,0,0,1,0,x,0,0,0
74005,0,1,0,0,0,0,1,0,0,0,0,0
74015,0,1,0,0,0,0,1,0,x,0,0,0
74025,0,1,0,0,0,0,1,0,0,0,0,0
74035,0,1,0,0,0,0,1,0,x,0,0,0
74045,0,1,0,0,0,0,1,0,0,0,0,0
74055,0,1,0,0,0,0,1,0,x,0,0,0
74065,0,1,0,0,0,0,1,0,0,0,0,0
74075,0,1,0,0,0,0,1,0,x,0,0,0
74085,0,1,0,0,0,0,1,0,0,0,0,0
74095,0,1,0,0,0,0,1,0,x,0,0,0
74105,0,1,0,0,0,0,1,0,0,0,0,0
74115,0,1,0,0,0,0,1,0,x,0,0,0
74125,0,1,0,0,0,0,1,0,0,0,0,0
74135,0,1,0,0,0,0,1,0,x,0,0,0
74145,0,1,0,0,0,0,1,0,0,0,0,0
74155,0,1,0,0,0,0,1,0,x,0,0,0
74165,0,1,0,0,0,0,1,0,0,0,0,0
74175,0,1,0,0,0,0,1,0,x,0,0,0
74185,0,1,0,0,0,0,1,0,0,0,0,0
74195,0,1,0,0,0,0,1,0,x,0,0,0
74205,0,1,0,0,0,0,1,0,0,0,0,0
74215,0,1,0,0,0,0,1,0,x,0,0,0
74225,0,1,0,0,0,0,1,0,0,0,0,0
74235,0,1,0,0,0,0,1,0,x,0,0,0
74245,0,1,0,0,0,0,1,0,0,0,0,0
74255,0,1,0,0,0,0,1,0,x,0,0,0
74265,0,1,0,0,0,0,1,0,0,0,0,0
74275,0,1,0,0,0,0,1,0,x,0,0,0
74285,0,1,0,0,0,0,1,0,0,0,0,0
74295,0,1,0,0,0,0,1,0,x,0,0,0
74305,0,1,0,0,0,0,1,0,0,0,0,0
74315,0,1,0,0,0,0,1,0,x,0,0,0
74325,0,1,0,0,0,0,1,0,0,0,0,0
74335,0,1,0,0,0,0,1,0,x,0,0,0
74345,0,1,0,0,0,0,1,0,0,0,0,0
74355,0,1,0,0,0,0,1,0,x,0,0,0
74365,0,1,0,0,0,0,1,0,0,0,0,0
74375,0,1,0,0,0,0,1,0,x,0,0,0
74385,0,1,0,0,0,0,1,0,0,0,0,0
74395,0,1,0,0,0,0,1,0,x,0,0,0
74405,0,1,0,0,0,0,1,0,0,0,0,0
74415,0,1,0,0,0,0,1,0,x,0,0,0
74425,0,1,0,0,0,0,1,0,0,0,0,0
74435,0,1,0,0,0,0,1,0,x,0,0,0
74445,0,1,0,0,0,0,1,0,0,0,0,0
74455,0,1,0,0,0,0,1,0,x,0,0,0
74465,0,1,0,0,0,0,1,0,0,0,0,0
74475,0,1,0,0,0,0,1,0,x,0,0,0
74485,0,1,0,0,0,0,1,0,0,0,0,0
74495,0,1,0,0,0,0,1,0,x,0,0,0
74505,0,1,0,0,0,0,1,0,0,0,0,0
74515,0,1,0,0,0,0,1,0,x,0,0,1
74525,0,1,0,0,0,0,1,0,0,0,0,1
74535,0,1,0,0,0,0,1,0,x,0,0,1
74545,0,1,0,0,0,0,1,0,0,0,0,1
74555,0,1,0,0,0,0,1,0,x,0,0,1
74565,0,1,0,0,0,0,1,0,0,0,0,1
74575,0,1,0,0,0,0,1,0,x,0,0,1
74585,0,1,0,0,0,0,1,0,0,0,0,1
74595,0,1,0,0,0,0,1,0,x,0,0,1
74605,0,1,0,0,0,0,1,0,0,0,0,1
74615,0,1,0,0,0,0,1,0,x,0,0,1
74625,0,1,0,0,0,0,1,0,0,0,0,1
74635,0,1,0,0,0,0,1,0,x,0,0,1
74645,0,1,0,0,0,0,1,0,0,0,0,1
74655,0,1,0,0,0,0,1,0,x,0,0,1
74665,0,1,0,0,0,0,1,0,0,0,0,1
74675,0,1,0,0,0,0,1,0,x,0,0,1
74685,0,1,0,0,0,0,1,0,0,0,0,1
74695,0,1,0,0,0,0,1,0,x,0,0,1
74705,0,1,0,0,0,0,1,0,0,0,0,1
74715,0,1,0,0,0,0,1,0,x,0,0,1
74725,0,1,0,0,0,0,1,0,0,0,0,1
74735,0,1,0,0,0,0,1,0,x,0,0,1
74745,0,1,0,0,0,0,1,0,0,0,0,1
74755,0,1,0,0,0,0,1,0,x,0,0,1
74765,0,1,0,0,0,0,1,0,0,0,0,1
74775,0,1,0,0,0,0,1,0,x,0,0,1
74785,0,1,0,0,0,0,1,0,0,0,0,1
74795,0,1,0,0,0,0,1,0,x,0,0,1
74805,0,1,0,0,0,0,1,0,0,0,0,1
74815,0,1,0,0,0,0,1,0,x,0,0,1
74825,0,1,0,0,0,0,1,0,0,0,0,1
74835,0,1,0,0,0,0,1,0,x,0,0,1
74845,0,1,0,0,0,0,1,0,0,0,0,1
74855,0,1,0,0,0,0,1,0,x,0,0,1
74865,0,1,0,0,0,0,1,0,0,0,0,1
74875,0,1,0,0,0,0,1,0,x,0,0,1
74885,0,1,0,0,0,0,1,0,0,0,0,1
74895,0,1,0,0,0,0,1,0,x,0,0,1
74905,0,1,0,0,0,0,1,0,0,0,0,1
74915,0,1,0,0,0,0,1,0,x,0,0,1
74925,0,1,0,0,0,0,1,0,0,0,0,1
74935,0,1,0,0,0,0,1,0,x,0,0,1
74945,0,1,0,0,0,0,1,0,0,0,0,1
74955,0,1,0,0,0,0,1,0,x,0,0,1
74965,0,1,0,0,0,0,1,0,0,0,0,1
74975,0,1,0,0,0,0,1,0,x,0,0,1
74985,0,1,0,0,0,0,1,0,0,0,0,1
74995,0,1,0,0,0,0,1,0,x,0,0,1
75005,0,1,0,0,0,0,1,0,0,0,0,1
75015,0,1,0,0,0,0,1,0,x,0,0,1
75025,0,1,0,0,0,0,1,0,0,0,0,1
75035,0,1,0,0,0,0,1,0,x,0,0,1
75045,0,1,0,0,0,0,1,0,0,0,0,1
75055,0,1,0,0,0,0,1,0,x,0,0,1
75065,0,1,0,0,0,0,1,0,0,0,0,1
75075,0,1,0,0,0,0,1,0,x,0,0,1
75085,0,1,0,0,0,0,1,0,0,0,0,1
75095,0,1,0,0,0,0,1,0,x,0,0,1
75105,0,1,0,0,0,0,1,0,0,0,0,1
75115,0,1,0,0,0,0,1,0,x,0,0,1
75125,0,1,0,0,0,0,1,0,0,0,0,1
75135,0,1,0,0,0,0,1,0,x,0,0,1
75145,0,1,0,0,0,0,1,0,0,0,0,1
75155,0,1,0,0,0,0,1,0,x,0,0,1
75165,0,1,0,0,0,0,1,0,0,0,0,1
75175,0,1,0,0,0,0,1,0,x,0,0,1
75185,0,1,0,0,0,0,1,0,0,0,0,1
75195,0,1,0,0,0,0,1,0,x,0,0,1
75205,0,1,0,0,0,0,1,0,0,0,0,1
75215,0,1,0,0,0,0,1,0,x,0,0,1
75225,0,1,0,0,0,0,1,0,0,0,0,1
75235,0,1,0,0,0,0,1,0,x,0,0,1
75245,0,1,0,0,0,0,1,0,0,0,0,1
75255,0,1,0,0,0,0,1,0,x,0,0,1
75265,0,1,0,0,0,0,1,0,0,0,0,1
75275,0,1,0,0,0,0,1,0,x,0,0,1
75285,0,1,0,0,0,0,1,0,0,0,0,1
75295,0,1,0,0,0,0,1,0,x,0,0,1
75305,0,1,0,0,0,0,1,0,0,0,0,1
75315,0,1,0,0,0,0,1,0,x,0,0,1
75325,0,1,0,0,0,0,1,0,0,0,0,1
75335,0,1,0,0,0,0,1,0,x,0,0,1
75345,0,1,0,0,0,0,1,0,0,0,0,1
75355,0,1,0,0,0,0,1,0,x,0,0,1
75365,0,1,0,0,0,0,1,0,0,0,0,1
75375,0,1,0,0,0,0,1,0,x,0,0,1
75385,0,1,0,0,0,0,1,0,0,0,0,1
75395,0,1,0,0,0,0,1,0,x,0,0,1
75405,0,1,0,0,0,0,1,0,0,0,0,1
75415,0,1,0,0,0,0,1,0,x,0,0,1
75425,0,1,0,0,0,0,1,0,0,0,0,1
75435,0,1,0,0,0,0,1,0,x,0,0,1
75445,0,1,0,0,0,0,1,0,0,0,0,1
75455,0,1,0,0,0,0,1,0,x,0,0,1
75465,0,1,0,0,0,0,1,0,0,0,0,1
75475,0,1,0,0,0,0,1,0,x,0,0,1
75485,0,1,0,0,0,0,1,0,0,0,0,1
75495,0,1,0,0,0,0,1,0,x,0,0,1
75505,0,1,0,0,0,0,1,0,0,0,0,1
75515,0,1,0,0,0,0,1,0,x,0,0,1
75525,0,1,0,0,0,0,1,0,0,0,0,1
75535,0,1,0,0,0,0,1,0,x,0,0,1
75545,0,1,0,0,0,0,1,0,0,0,0,1
75555,0,1,0,0,0,0,1,0,x,0,0,1
75565,0,1,0,0,0,0,1,0,0,0,0,1
75575,0,1,0,0,0,0,1,0,x,0,0,1
75585,0,1,0,0,0,0,1,0,0,0,0,1
75595,0,1,0,0,0,0,1,0,x,0,0,1
75605,0,1,0,0,0,0,1,0,0,0,0,1
75615,0,1,0,0,0,0,1,0,x,0,0,1
75625,0,1,0,0,0,0,1,0,0,0,0,1
75635,0,1,0,0,0,0,1,0,x,0,0,1
75645,0,1,0,0,0,0,1,0,0,0,0,1
75655,0,1,0,0,0,0,1,0,x,0,0,1
75665,0,1,0,0,0,0,1,0,0,0,0,1
75675,0,1,0,0,0,0,1,0,x,0,0,1
75685,0,1,0,0,0,0,1,0,0,0,0,1
75695,0,1,0,0,0,0,1,0,x,0,0,1
75705,0,1,0,0,0,0,1,0,0,0,0,1
75715,0,1,0,0,0,0,1,0,x,0,0,1
75725,0,1,0,0,0,0,1,0,0,0,0,1
75735,0,1,0,0,0,0,1,0,x,0,0,1
75745,0,1,0,0,0,0,1,0,0,0,0,1
75755,0,1,0,0,0,0,1,0,x,0,0,1
75765,0,1,0,0,0,0,1,0,0,0,0,1
75775,0,1,0,0,0,0,1,0,x,0,0,1
75785,0,1,0,0,0,0,1,0,0,0,0,1
75795,0,1,0,0,0,0,1,0,x,0,0,1
75805,0,1,0,0,0,0,1,0,0,0,0,1
75815,0,1,0,0,0,0,1,0,x,0,0,1
75825,0,1,0,0,0,0,1,0,0,0,0,1
75835,0,1,0,0,0,0,1,0,x,0,0,1
75845,0,1,0,0,0,0,1,0,0,0,0,1
75855,0,1,0,0,0,0,1,0,x,0,0,1
75865,0,1,0,0,0,0,1,0,0,0,0,1
75875,0,1,0,0,0,0,1,0,x,0,0,1
75885,0,1,0,0,0,0,1,0,0,0,0,1
75895,0,1,0,0,0,0,1,0,x,0,0,1
75905,0,1,0,0,0,0,1,0,0,0,0,1
75915,0,1,0,0,0,0,1,0,x,0,0,1
75925,0,1,0,0,0,0,1,0,0,0,0,1
75935,0,1,0,0,0,0,1,0,x,0,0,1
75945,0,1,0,0,0,0,1,0,0,0,0,1
75955,0,1,0,0,0,0,1,0,x,0,0,1
75965,0,1,0,0,0,0,1,0,0,0,0,1
75975,0,1,0,0,0,0,1,0,x,0,0,1
75985,0,1,0,0,0,0,1,0,0,0,0,1
75995,0,1,0,0,0,0,1,0,x,0,0,1
76005,0,1,0,0,0,0,1,0,0,0,0,1
76015,0,1,0,0,0,0,1,0,x,0,0,1
76025,0,1,0,0,0,0,1,0,0,0,0,1
76035,0,1,0,0,0,0,1,0,x,0,0,1
76045,0,1,0,0,0,0,1,0,0,0,0,1
76055,0,1,0,0,0,0,1,0,x,0,0,1
76065,0,1,0,0,0,0,1,0,0,0,0,1
76075,0,1,0,0,0,0,1,0,x,0,0,1
76085,0,1,0,0,0,0,1,0,0,0,0,1
76095,0,1,0,0,0,0,1,0,x,0,0,1
76105,0,1,0,0,0,0,1,0,0,0,0,1
76115,0,1,0,0,0,0,1,0,x,0,0,1
76125,0,1,0,0,0,0,1,0,0,0,0,1
76135,0,1,0,0,0,0,1,0,x,0,0,1
76145,0,1,0,0,0,0,1,0,0,0,0,1
76155,0,1,0,0,0,0,1,0,x,0,0,1
76165,0,1,0,0,0,0,1,0,0,0,0,1
76175,0,1,0,0,0,0,1,0,x,0,0,1
76185,0,1,0,0,0,0,1,0,0,0,0,1
76195,0,1,0,0,0,0,1,0,x,0,0,1
76205,0,1,0,0,0,0,1,0,0,0,0,1
76215,0,1,0,0,0,0,1,0,x,0,0,1
76225,0,1,0,0,0,0,1,0,0,0,0,1
76235,0,1,0,0,0,0,1,0,x,0,0,1
76245,0,1,0,0,0,0,1,0,0,0,0,1
76255,0,1,0,0,0,0,1,0,x,0,0,1
76265,0,1,0,0,0,0,1,0,0,0,0,1
76275,0,1,0,0,0,0,1,0,x,0,0,1
76285,0,1,0,0,0,0,1,0,0,0,0,1
76295,0,1,0,0,0,0,1,0,x,0,0,1
76305,0,1,0,0,0,0,1,0,0,0,0,1
76315,0,1,0,0,0,0,1,0,x,0,0,1
76325,0,1,0,0,0,0,1,0,0,0,0,1
76335,0,1,0,0,0,0,1,0,x,0,0,1
76345,0,1,0,0,0,0,1,0,0,0,0,1
76355,0,1,0,0,0,0,1,0,x,0,0,1
76365,0,1,0,0,0,0,1,0,0,0,0,1
76375,0,1,0,0,0,0,1,0,x,0,0,1
76385,0,1,0,0,0,0,1,0,0,0,0,1
76395,0,1,0,0,0,0,1,0,x,0,0,1
76405,0,1,0,0,0,0,1,0,0,0,0,1
76415,0,1,0,0,0,0,1,0,x,0,0,1
76425,0,1,0,0,0,0,1,0,0,0,0,1
76435,0,1,0,0,0,0,1,0,x,0,0,1
76445,0,1,0,0,0,0,1,0,0,0,0,1
76455,0,1,0,0,0,0,1,0,x,0,0,1
76465,0,1,0,0,0,0,1,0,0,0,0,1
76475,0,1,0,0,0,0,1,0,x,0,0,1
76485,0,1,0,0,0,0,1,0,0,0,0,1
76495,0,1,0,0,0,0,1,0,x,0,0,1
76505,0,1,0,0,0,0,1,0,0,0,0,1
76515,0,1,0,0,0,0,1,0,x,0,0,1
76525,0,1,0,0,0,0,1,0,0,0,0,1
76535,0,1,0,0,0,0,1,0,x,0,0,1
76545,0,1,0,0,0,0,1,0,0,0,0,1
76555,0,1,0,0,0,0,1,0,x,0,0,1
76565,0,1,0,0,0,0,1,0,0,0,0,1
76575,0,1,0,0,0,0,1,0,x,0,0,1
76585,0,1,0,0,0,0,1,0,0,0,0,1
76595,0,1,0,0,0,0,1,0,x,0,0,1
76605,0,1,0,0,0,0,1,0,0,0,0,1
76615,0,1,0,0,0,0,1,0,x,0,0,1
76625,0,1,0,0,0,0,1,0,0,0,0,1
76635,0,1,0,0,0,0,1,0,x,0,0,1
76645,0,1,0,0,0,0,1,0,0,0,0,1
76655,0,1,0,0,0,0,1,0,x,0,0,1
76665,0,1,0,0,0,0,1,0,0,0,0,1
76675,0,1,0,0,0,0,1,0,x,0,0,1
76685,0,1,0,0,0,0,1,0,0,0,0,1
76695,0,1,0,0,0,0,1,0,x,0,0,1
76705,0,1,0,0,0,0,1,0,0,0,0,1
76715,0,1,0,0,0,0,1,0,x,0,0,1
76725,0,1,0,0,0,0,1,0,0,0,0,1
76735,0,1,0,0,0,0,1,0,x,0,0,1
76745,0,1,0,0,0,0,1,0,0,0,0,1
76755,0,1,0,0,0,0,1,0,x,0,0,1
76765,0,1,0,0,0,0,1,0,0,0,0,1
76775,0,1,0,0,0,0,1,0,x,0,0,1
76785,0,1,0,0,0,0,1,0,0,0,0,1
76795,0,1,0,0,0,0,1,0,x,0,0,1
76805,0,1,0,0,0,0,1,0,0,0,0,1
76815,0,1,0,0,0,0,1,0,x,0,0,1
76825,0,1,0,0,0,0,1,0,0,0,0,1
76835,0,1,0,0,0,0,1,0,x,0,0,1
76845,0,1,0,0,0,0,1,0,0,0,0,1
76855,0,1,0,0,0,0,1,0,x,0,0,1
76865,0,1,0,0,0,0,1,0,0,0,0,1
76875,0,1,0,0,0,0,1,0,x,0,0,1
76885,0,1,0,0,0,0,1,0,0,0,0,1
76895,0,1,0,0,0,0,1,0,x,0,0,1
76905,0,1,0,0,0,0,1,0,0,0,0,1
76915,0,1,0,0,0,0,1,0,x,0,0,1
76925,0,1,0,0,0,0,1,0,0,0,0,1
76935,0,1,0,0,0,0,1,0,x,0,0,1
76945,0,1,0,0,0,0,1,0,0,0,0,1
76955,0,1,0,0,0,0,1,0,x,0,0,1
76965,0,1,0,0,0,0,1,0,0,0,0,1
76975,0,1,0,0,0,0,1,0,x,0,0,1
76985,0,1,0,0,0,0,1,0,0,0,0,1
76995,0,1,0,0,0,0,1,0,x,0,0,1
77005,0,1,0,0,0,0,1,0,0,0,0,1
77015,0,1,0,0,0,0,1,0,x,0,0,1
77025,0,1,0,0,0,0,1,0,0,0,0,1
77035,0,1,0,0,0,0,1,0,x,0,0,1
77045,0,1,0,0,0,0,1,0,0,0,0,1
77055,0,1,0,0,0,0,1,0,x,0,0,1
77065,0,1,0,0,0,0,1,0,0,0,0,1
77075,0,1,0,0,0,0,1,0,x,0,0,1
77085,0,1,0,0,0,0,1,0,0,0,0,1
77095,0,1,0,0,0,0,1,0,x,0,0,1
77105,0,1,0,0,0,0,1,0,0,0,0,1
77115,0,1,0,0,0,0,1,0,x,0,0,1
77125,0,1,0,0,0,0,1,0,0,0,0,1
77135,0,1,0,0,0,0,1,0,x,0,0,1
77145,0,1,0,0,0,0,1,0,0,0,0,1
77155,0,1,0,0,0,0,1,0,x,0,0,1
77165,0,1,0,0,0,0,1,0,0,0,0,1
77175,0,1,0,0,0,0,1,0,x,0,0,1
77185,0,1,0,0,0,0,1,0,0,0,0,1
77195,0,1,0,0,0,0,1,0,x,0,0,1
77205,0,1,0,0,0,0,1,0,0,0,0,1
77215,0,1,0,0,0,0,1,0,x,0,0,1
77225,0,1,0,0,0,0,1,0,0,0,0,1
77235,0,1,0,0,0,0,1,0,x,0,0,1
77245,0,1,0,0,0,0,1,0,0,0,0,1
77255,0,1,0,0,0,0,1,0,x,0,0,1
77265,0,1,0,0,0,0,1,0,0,0,0,1
77275,0,1,0,0,0,0,1,0,x,0,0,1
77285,0,1,0,0,0,0,1,0,0,0,0,1
77295,0,1,0,0,0,0,1,0,x,0,0,1
77305,0,1,0,0,0,0,1,0,0,0,0,1
77315,0,1,0,0,0,0,1,0,x,0,0,1
77325,0,1,0,0,0,0,1,0,0,0,0,1
77335,0,1,0,0,0,0,1,0,x,0,0,1
77345,0,1,0,0,0,0,1,0,0,0,0,1
77355,0,1,0,0,0,0,1,0,x,0,0,1
77365,0,1,0,0,0,0,1,0,0,0,0,1
77375,0,1,0,0,0,0,1,0,x,0,0,1
77385,0,1,0,0,0,0,1,0,0,0,0,1
77395,0,1,0,0,0,0,1,0,x,0,0,1
77405,0,1,0,0,0,0,1,0,0,0,0,1
77415,0,1,0,0,0,0,1,0,x,0,0,1
77425,0,1,0,0,0,0,1,0,0,0,0,1
77435,0,1,0,0,0,0,1,0,x,0,0,1
77445,0,1,0,0,0,0,1,0,0,0,0,1
77455,0,1,0,0,0,0,1,0,x,0,0,1
77465,0,1,0,0,0,0,1,0,0,0,0,1
77475,0,1,0,0,0,0,1,0,x,0,0,1
77485,0,1,0,0,0,0,1,0,0,0,0,1
77495,0,1,0,0,0,0,1,0,x,0,0,1
77505,0,1,0,0,0,0,1,0,0,0,0,1
77515,0,1,0,0,0,0,1,0,x,0,0,1
77525,0,1,0,0,0,0,1,0,0,0,0,1
77535,0,1,0,0,0,0,1,0,x,0,0,1
77545,0,1,0,0,0,0,1,0,0,0,0,1
77555,0,1,0,0,0,0,1,0,x,0,0,1
77565,0,1,0,0,0,0,1,0,0,0,0,1
77575,0,1,0,0,0,0,1,0,x,0,0,1
77585,0,1,0,0,0,0,1,0,0,0,0,1
77595,0,1,0,0,0,0,1,0,x,0,0,1
77605,0,1,0,0,0,0,1,0,0,0,0,1
77615,0,1,0,0,0,0,1,0,x,0,0,1
77625,0,1,0,0,0,0,1,0,0,0,0,1
77635,0,1,0,0,0,0,1,0,x,0,0,1
77645,0,1,0,0,0,0,1,0,0,0,0,1
77655,0,1,0,0,0,0,1,0,x,0,0,1
77665,0,1,0,0,0,0,1,0,0,0,0,1
77675,0,1,0,0,0,0,1,0,x,0,0,1
77685,0,1,0,0,0,0,1,0,0,0,0,1
77695,0,1,0,0,0,0,1,0,x,0,0,1
77705,0,1,0,0,0,0,1,0,0,0,0,1
77715,0,1,0,0,0,0,1,0,x,0,0,1
77725,0,1,0,0,0,0,1,0,0,0,0,1
77735,0,1,0,0,0,0,1,0,x,0,0,1
77745,0,1,0,0,0,0,1,0,0,0,0,1
77755,0,1,0,0,0,0,1,0,x,0,0,1
77765,0,1,0,0,0,0,1,0,0,0,0,1
77775,0,1,0,0,0,0,1,0,x,0,0,1
77785,0,1,0,0,0,0,1,0,0,0,0,1
77795,0,1,0,0,0,0,1,0,x,0,0,1
77805,0,1,0,0,0,0,1,0,0,0,0,1
77815,0,1,0,0,0,0,1,0,x,0,0,1
77825,0,1,0,0,0,0,1,0,0,0,0,1
77835,0,1,0,0,0,0,1,0,x,0,0,1
77845,0,1,0,0,0,0,1,0,0,0,0,1
77855,0,1,0,0,0,0,1,0,x,0,0,1
77865,0,1,0,0,0,0,1,0,0,0,0,1
77875,0,1,0,0,0,0,1,0,x,0,0,1
77885,0,1,0,0,0,0,1,0,0,0,0,1
77895,0,1,0,0,0,0,1,0,x,0,0,1
77905,0,1,0,0,0,0,1,0,0,0,0,1
77915,0,1,0,0,0,0,1,0,x,0,0,1
77925,0,1,0,0,0,0,1,0,0,0,0,1
77935,0,1,0,0,0,0,1,0,x,0,0,1
77945,0,1,0,0,0,0,1,0,0,0,0,1
77955,0,1,0,0,0,0,1,0,x,0,0,1
77965,0,1,0,0,0,0,1,0,0,0,0,1
77975,0,1,0,0,0,0,1,0,x,0,0,1
77985,0,1,0,0,0,0,1,0,0,0,0,1
77995,0,1,0,0,0,0,1,0,x,0,0,1
78005,0,1,0,0,0,0,1,0,0,0,0,1
78015,0,1,0,0,0,0,1,0,x,0,0,1
78025,0,1,0,0,0,0,1,0,0,0,0,1
78035,0,1,0,0,0,0,1,0,x,0,0,1
78045,0,1,0,0,0,0,1,0,0,0,0,1
78055,0,1,0,0,0,0,1,0,x,0,0,1
78065,0,1,0,0,0,0,1,0,0,0,0,1
78075,0,1,0,0,0,0,1,0,x,0,0,1
78085,0,1,0,0,0,0,1,0,0,0,0,1
78095,0,1,0,0,0,0,1,0,x,0,0,1
78105,0,1,0,0,0,0,1,0,0,0,0,1
78115,0,1,0,0,0,0,1,0,x,0,0,1
78125,0,1,0,0,0,0,1,0,0,0,0,1
78135,0,1,0,0,0,0,1,0,x,0,0,1
78145,0,1,0,0,0,0,1,0,0,0,0,1
78155,0,1,0,0,0,0,1,0,x,0,0,1
