time,Out_byte[7],Out_byte[6],Out_byte[5],Out_byte[4],Out_byte[3],Out_byte[2],Out_byte[1],Out_byte[0],CEO,Valid_out
115615,0,0,1,0,0,0,0,1,0,1
115625,0,0,1,0,0,0,0,1,0,1
115635,0,0,1,0,0,0,0,1,0,1
115645,0,0,1,0,0,0,0,1,0,1
115655,0,0,1,0,0,0,0,1,0,1
115665,1,1,0,1,0,0,1,0,1,1
115675,1,1,0,1,0,0,1,0,0,1
115685,1,1,0,1,0,0,1,0,0,1
115695,1,1,0,1,0,0,1,0,0,1
115705,1,1,0,1,0,0,1,0,0,1
115715,1,1,0,1,0,0,1,0,0,1
115725,1,1,0,1,0,0,1,0,0,1
115735,1,1,0,1,0,0,1,0,0,1
115745,0,1,1,1,0,1,0,1,1,1
115755,0,1,1,1,0,1,0,1,0,1
115765,0,1,1,1,0,1,0,1,0,1
115775,0,1,1,1,0,1,0,1,0,1
115785,0,1,1,1,0,1,0,1,0,1
115795,0,1,1,1,0,1,0,1,0,1
115805,0,1,1,1,0,1,0,1,0,1
115815,0,1,1,1,0,1,0,1,0,1
115825,0,1,1,1,0,0,1,1,1,1
115835,0,1,1,1,0,0,1,1,0,1
115845,0,1,1,1,0,0,1,1,0,1
115855,0,1,1,1,0,0,1,1,0,1
115865,0,1,1,1,0,0,1,1,0,1
115875,0,1,1,1,0,0,1,1,0,1
115885,0,1,1,1,0,0,1,1,0,1
115895,0,1,1,1,0,0,1,1,0,1
115905,1,0,0,0,0,1,0,0,1,1
115915,1,0,0,0,0,1,0,0,0,1
115925,1,0,0,0,0,1,0,0,0,1
115935,1,0,0,0,0,1,0,0,0,1
115945,1,0,0,0,0,1,0,0,0,1
115955,1,0,0,0,0,1,0,0,0,1
115965,1,0,0,0,0,1,0,0,0,1
115975,1,0,0,0,0,1,0,0,0,1
115985,0,0,1,1,1,1,1,0,1,1
115995,0,0,1,1,1,1,1,0,0,1
116005,0,0,1,1,1,1,1,0,0,1
116015,0,0,1,1,1,1,1,0,0,1
116025,0,0,1,1,1,1,1,0,0,1
116035,0,0,1,1,1,1,1,0,0,1
116045,0,0,1,1,1,1,1,0,0,1
116055,0,0,1,1,1,1,1,0,0,1
116065,0,1,0,1,0,0,0,0,1,1
116075,0,1,0,1,0,0,0,0,0,1
116085,0,1,0,1,0,0,0,0,0,1
116095,0,1,0,1,0,0,0,0,0,1
116105,0,1,0,1,0,0,0,0,0,1
116115,0,1,0,1,0,0,0,0,0,1
116125,0,1,0,1,0,0,0,0,0,1
116135,0,1,0,1,0,0,0,0,0,1
116145,1,0,1,1,0,0,1,0,1,1
116155,1,0,1,1,0,0,1,0,0,1
116165,1,0,1,1,0,0,1,0,0,1
116175,1,0,1,1,0,0,1,0,0,1
116185,1,0,1,1,0,0,1,0,0,1
116195,1,0,1,1,0,0,1,0,0,1
116205,1,0,1,1,0,0,1,0,0,1
116215,1,0,1,1,0,0,1,0,0,1
116225,0,1,1,0,1,0,1,0,1,1
116235,0,1,1,0,1,0,1,0,0,1
116245,0,1,1,0,1,0,1,0,0,1
116255,0,1,1,0,1,0,1,0,0,1
116265,0,1,1,0,1,0,1,0,0,1
116275,0,1,1,0,1,0,1,0,0,1
116285,0,1,1,0,1,0,1,0,0,1
116295,0,1,1,0,1,0,1,0,0,1
116305,1,0,0,1,1,0,1,0,1,1
116315,1,0,0,1,1,0,1,0,0,1
116325,1,0,0,1,1,0,1,0,0,1
116335,1,0,0,1,1,0,1,0,0,1
116345,1,0,0,1,1,0,1,0,0,1
116355,1,0,0,1,1,0,1,0,0,1
116365,1,0,0,1,1,0,1,0,0,1
116375,1,0,0,1,1,0,1,0,0,1
116385,0,1,1,1,1,0,1,1,1,1
116395,0,1,1,1,1,0,1,1,0,1
116405,0,1,1,1,1,0,1,1,0,1
116415,0,1,1,1,1,0,1,1,0,1
116425,0,1,1,1,1,0,1,1,0,1
116435,0,1,1,1,1,0,1,1,0,1
116445,0,1,1,1,1,0,1,1,0,1
116455,0,1,1,1,1,0,1,1,0,1
116465,0,1,0,0,0,0,1,0,1,1
116475,0,1,0,0,0,0,1,0,0,1
116485,0,1,0,0,0,0,1,0,0,1
116495,0,1,0,0,0,0,1,0,0,1
116505,0,1,0,0,0,0,1,0,0,1
116515,0,1,0,0,0,0,1,0,0,1
116525,0,1,0,0,0,0,1,0,0,1
116535,0,1,0,0,0,0,1,0,0,1
116545,1,1,1,1,1,0,0,0,1,1
116555,1,1,1,1,1,0,0,0,0,1
116565,1,1,1,1,1,0,0,0,0,1
116575,1,1,1,1,1,0,0,0,0,1
116585,1,1,1,1,1,0,0,0,0,1
116595,1,1,1,1,1,0,0,0,0,1
116605,1,1,1,1,1,0,0,0,0,1
116615,1,1,1,1,1,0,0,0,0,1
116625,1,0,1,1,0,0,1,1,1,1
116635,1,0,1,1,0,0,1,1,0,1
116645,1,0,1,1,0,0,1,1,0,1
116655,1,0,1,1,0,0,1,1,0,1
116665,1,0,1,1,0,0,1,1,0,1
116675,1,0,1,1,0,0,1,1,0,1
116685,1,0,1,1,0,0,1,1,0,1
116695,1,0,1,1,0,0,1,1,0,1
116705,0,1,1,1,1,1,1,0,1,1
116715,0,1,1,1,1,1,1,0,0,1
116725,0,1,1,1,1,1,1,0,0,1
116735,0,1,1,1,1,1,1,0,0,1
116745,0,1,1,1,1,1,1,0,0,1
116755,0,1,1,1,1,1,1,0,0,1
116765,0,1,1,1,1,1,1,0,0,1
116775,0,1,1,1,1,1,1,0,0,1
116785,0,0,1,1,0,0,0,0,1,1
116795,0,0,1,1,0,0,0,0,0,1
116805,0,0,1,1,0,0,0,0,0,1
116815,0,0,1,1,0,0,0,0,0,1
116825,0,0,1,1,0,0,0,0,0,1
116835,0,0,1,1,0,0,0,0,0,1
116845,0,0,1,1,0,0,0,0,0,1
116855,0,0,1,1,0,0,0,0,0,1
116865,0,0,1,0,0,1,1,1,1,1
116875,0,0,1,0,0,1,1,1,0,1
116885,0,0,1,0,0,1,1,1,0,1
116895,0,0,1,0,0,1,1,1,0,1
116905,0,0,1,0,0,1,1,1,0,1
116915,0,0,1,0,0,1,1,1,0,1
116925,0,0,1,0,0,1,1,1,0,1
116935,0,0,1,0,0,1,1,1,0,1
116945,0,1,0,0,1,0,0,0,1,1
116955,0,1,0,0,1,0,0,0,0,1
116965,0,1,0,0,1,0,0,0,0,1
116975,0,1,0,0,1,0,0,0,0,1
116985,0,1,0,0,1,0,0,0,0,1
116995,0,1,0,0,1,0,0,0,0,1
117005,0,1,0,0,1,0,0,0,0,1
117015,0,1,0,0,1,0,0,0,0,1
117025,0,0,1,1,0,0,1,1,1,1
117035,0,0,1,1,0,0,1,1,0,1
117045,0,0,1,1,0,0,1,1,0,1
117055,0,0,1,1,0,0,1,1,0,1
117065,0,0,1,1,0,0,1,1,0,1
117075,0,0,1,1,0,0,1,1,0,1
117085,0,0,1,1,0,0,1,1,0,1
117095,0,0,1,1,0,0,1,1,0,1
117105,0,0,0,1,1,0,0,1,1,1
117115,0,0,0,1,1,0,0,1,0,1
117125,0,0,0,1,1,0,0,1,0,1
117135,0,0,0,1,1,0,0,1,0,1
117145,0,0,0,1,1,0,0,1,0,1
117155,0,0,0,1,1,0,0,1,0,1
117165,0,0,0,1,1,0,0,1,0,1
117175,0,0,0,1,1,0,0,1,0,1
117185,0,1,0,0,0,1,0,0,1,1
117195,0,1,0,0,0,1,0,0,0,1
117205,0,1,0,0,0,1,0,0,0,1
117215,0,1,0,0,0,1,0,0,0,1
117225,0,1,0,0,0,1,0,0,0,1
117235,0,1,0,0,0,1,0,0,0,1
117245,0,1,0,0,0,1,0,0,0,1
117255,0,1,0,0,0,1,0,0,0,1
117265,0,1,0,1,0,1,0,1,1,1
117275,0,1,0,1,0,1,0,1,0,1
117285,0,1,0,1,0,1,0,1,0,1
117295,0,1,0,1,0,1,0,1,0,1
117305,0,1,0,1,0,1,0,1,0,1
117315,0,1,0,1,0,1,0,1,0,1
117325,0,1,0,1,0,1,0,1,0,1
117335,0,1,0,1,0,1,0,1,0,1
117345,0,0,1,0,0,0,0,1,1,1
117355,0,0,1,0,0,0,0,1,0,1
117365,0,0,1,0,0,0,0,1,0,1
117375,0,0,1,0,0,0,0,1,0,1
117385,0,0,1,0,0,0,0,1,0,1
117395,0,0,1,0,0,0,0,1,0,1
117405,0,0,1,0,0,0,0,1,0,1
117415,0,0,1,0,0,0,0,1,0,1
117425,0,1,1,1,1,1,1,1,1,1
117435,0,1,1,1,1,1,1,1,0,1
117445,0,1,1,1,1,1,1,1,0,1
117455,0,1,1,1,1,1,1,1,0,1
117465,0,1,1,1,1,1,1,1,0,1
117475,0,1,1,1,1,1,1,1,0,1
117485,0,1,1,1,1,1,1,1,0,1
117495,0,1,1,1,1,1,1,1,0,1
117505,1,1,1,0,0,1,0,1,1,1
117515,1,1,1,0,0,1,0,1,0,1
117525,1,1,1,0,0,1,0,1,0,1
117535,1,1,1,0,0,1,0,1,0,1
117545,1,1,1,0,0,1,0,1,0,1
117555,1,1,1,0,0,1,0,1,0,1
117565,1,1,1,0,0,1,0,1,0,1
117575,1,1,1,0,0,1,0,1,0,1
117585,0,1,1,1,0,0,1,0,1,1
117595,0,1,1,1,0,0,1,0,0,1
117605,0,1,1,1,0,0,1,0,0,1
117615,0,1,1,1,0,0,1,0,0,1
117625,0,1,1,1,0,0,1,0,0,1
117635,0,1,1,1,0,0,1,0,0,1
117645,0,1,1,1,0,0,1,0,0,1
117655,0,1,1,1,0,0,1,0,0,1
117665,0,1,0,1,0,0,0,1,1,1
117675,0,1,0,1,0,0,0,1,0,1
117685,0,1,0,1,0,0,0,1,0,1
117695,0,1,0,1,0,0,0,1,0,1
117705,0,1,0,1,0,0,0,1,0,1
117715,0,1,0,1,0,0,0,1,0,1
117725,0,1,0,1,0,0,0,1,0,1
117735,0,1,0,1,0,0,0,1,0,1
117745,1,0,0,1,1,0,0,0,1,1
117755,1,0,0,1,1,0,0,0,0,1
117765,1,0,0,1,1,0,0,0,0,1
117775,1,0,0,1,1,0,0,0,0,1
117785,1,0,0,1,1,0,0,0,0,1
117795,1,0,0,1,1,0,0,0,0,1
117805,1,0,0,1,1,0,0,0,0,1
117815,1,0,0,1,1,0,0,0,0,1
117825,0,1,1,1,1,0,0,0,1,1
117835,0,1,1,1,1,0,0,0,0,1
117845,0,1,1,1,1,0,0,0,0,1
117855,0,1,1,1,1,0,0,0,0,1
117865,0,1,1,1,1,0,0,0,0,1
117875,0,1,1,1,1,0,0,0,0,1
117885,0,1,1,1,1,0,0,0,0,1
117895,0,1,1,1,1,0,0,0,0,1
117905,0,1,0,1,1,1,1,0,1,1
117915,0,1,0,1,1,1,1,0,0,1
117925,0,1,0,1,1,1,1,0,0,1
117935,0,1,0,1,1,1,1,0,0,1
117945,0,1,0,1,1,1,1,0,0,1
117955,0,1,0,1,1,1,1,0,0,1
117965,0,1,0,1,1,1,1,0,0,1
117975,0,1,0,1,1,1,1,0,0,1
117985,1,0,0,1,1,1,0,1,1,1
117995,1,0,0,1,1,1,0,1,0,1
118005,1,0,0,1,1,1,0,1,0,1
118015,1,0,0,1,1,1,0,1,0,1
118025,1,0,0,1,1,1,0,1,0,1
118035,1,0,0,1,1,1,0,1,0,1
118045,1,0,0,1,1,1,0,1,0,1
118055,1,0,0,1,1,1,0,1,0,1
118065,1,0,0,1,1,1,1,1,1,1
118075,1,0,0,1,1,1,1,1,0,1
118085,1,0,0,1,1,1,1,1,0,1
118095,1,0,0,1,1,1,1,1,0,1
118105,1,0,0,1,1,1,1,1,0,1
118115,1,0,0,1,1,1,1,1,0,1
118125,1,0,0,1,1,1,1,1,0,1
118135,1,0,0,1,1,1,1,1,0,1
118145,1,0,0,1,0,1,0,0,1,1
118155,1,0,0,1,0,1,0,0,0,1
118165,1,0,0,1,0,1,0,0,0,1
118175,1,0,0,1,0,1,0,0,0,1
118185,1,0,0,1,0,1,0,0,0,1
118195,1,0,0,1,0,1,0,0,0,1
118205,1,0,0,1,0,1,0,0,0,1
118215,1,0,0,1,0,1,0,0,0,1
118225,1,1,0,0,1,1,1,1,1,1
118235,1,1,0,0,1,1,1,1,0,1
118245,1,1,0,0,1,1,1,1,0,1
118255,1,1,0,0,1,1,1,1,0,1
118265,1,1,0,0,1,1,1,1,0,1
118275,1,1,0,0,1,1,1,1,0,1
118285,1,1,0,0,1,1,1,1,0,1
118295,1,1,0,0,1,1,1,1,0,1
118305,1,1,1,1,0,0,0,0,1,1
118315,1,1,1,1,0,0,0,0,0,1
118325,1,1,1,1,0,0,0,0,0,1
118335,1,1,1,1,0,0,0,0,0,1
118345,1,1,1,1,0,0,0,0,0,1
118355,1,1,1,1,0,0,0,0,0,1
118365,1,1,1,1,0,0,0,0,0,1
118375,1,1,1,1,0,0,0,0,0,1
118385,1,1,1,0,0,0,0,1,1,1
118395,1,1,1,0,0,0,0,1,0,1
118405,1,1,1,0,0,0,0,1,0,1
118415,1,1,1,0,0,0,0,1,0,1
118425,1,1,1,0,0,0,0,1,0,1
118435,1,1,1,0,0,0,0,1,0,1
118445,1,1,1,0,0,0,0,1,0,1
118455,1,1,1,0,0,0,0,1,0,1
118465,1,1,0,0,0,1,1,0,1,1
118475,1,1,0,0,0,1,1,0,0,1
118485,1,1,0,0,0,1,1,0,0,1
118495,1,1,0,0,0,1,1,0,0,1
118505,1,1,0,0,0,1,1,0,0,1
118515,1,1,0,0,0,1,1,0,0,1
118525,1,1,0,0,0,1,1,0,0,1
118535,1,1,0,0,0,1,1,0,0,1
118545,0,0,0,1,1,0,1,0,1,1
118555,0,0,0,1,1,0,1,0,0,1
118565,0,0,0,1,1,0,1,0,0,1
118575,0,0,0,1,1,0,1,0,0,1
118585,0,0,0,1,1,0,1,0,0,1
118595,0,0,0,1,1,0,1,0,0,1
118605,0,0,0,1,1,0,1,0,0,1
118615,0,0,0,1,1,0,1,0,0,1
118625,0,1,1,1,1,1,0,0,1,1
118635,0,1,1,1,1,1,0,0,0,1
118645,0,1,1,1,1,1,0,0,0,1
118655,0,1,1,1,1,1,0,0,0,1
118665,0,1,1,1,1,1,0,0,0,1
118675,0,1,1,1,1,1,0,0,0,1
118685,0,1,1,1,1,1,0,0,0,1
118695,0,1,1,1,1,1,0,0,0,1
118705,0,0,1,1,1,1,0,1,1,1
118715,0,0,1,1,1,1,0,1,0,1
118725,0,0,1,1,1,1,0,1,0,1
118735,0,0,1,1,1,1,0,1,0,1
118745,0,0,1,1,1,1,0,1,0,1
118755,0,0,1,1,1,1,0,1,0,1
118765,0,0,1,1,1,1,0,1,0,1
118775,0,0,1,1,1,1,0,1,0,1
118785,0,1,1,0,0,0,0,1,1,1
118795,0,1,1,0,0,0,0,1,0,1
118805,0,1,1,0,0,0,0,1,0,1
118815,0,1,1,0,0,0,0,1,0,1
118825,0,1,1,0,0,0,0,1,0,1
118835,0,1,1,0,0,0,0,1,0,1
118845,0,1,1,0,0,0,0,1,0,1
118855,0,1,1,0,0,0,0,1,0,1
118865,1,1,0,1,1,0,0,1,1,1
118875,1,1,0,1,1,0,0,1,0,1
118885,1,1,0,1,1,0,0,1,0,1
118895,1,1,0,1,1,0,0,1,0,1
118905,1,1,0,1,1,0,0,1,0,1
118915,1,1,0,1,1,0,0,1,0,1
118925,1,1,0,1,1,0,0,1,0,1
118935,1,1,0,1,1,0,0,1,0,1
118945,1,1,1,0,1,0,1,1,1,1
118955,1,1,1,0,1,0,1,1,0,1
118965,1,1,1,0,1,0,1,1,0,1
118975,1,1,1,0,1,0,1,1,0,1
118985,1,1,1,0,1,0,1,1,0,1
118995,1,1,1,0,1,0,1,1,0,1
119005,1,1,1,0,1,0,1,1,0,1
119015,1,1,1,0,1,0,1,1,0,1
119025,1,0,0,0,1,1,0,0,1,1
119035,1,0,0,0,1,1,0,0,0,1
119045,1,0,0,0,1,1,0,0,0,1
119055,1,0,0,0,1,1,0,0,0,1
119065,1,0,0,0,1,1,0,0,0,1
119075,1,0,0,0,1,1,0,0,0,1
119085,1,0,0,0,1,1,0,0,0,1
119095,1,0,0,0,1,1,0,0,0,1
119105,1,1,1,1,0,0,0,1,1,1
119115,1,1,1,1,0,0,0,1,0,1
119125,1,1,1,1,0,0,0,1,0,1
119135,1,1,1,1,0,0,0,1,0,1
119145,1,1,1,1,0,0,0,1,0,1
119155,1,1,1,1,0,0,0,1,0,1
119165,1,1,1,1,0,0,0,1,0,1
119175,1,1,1,1,0,0,0,1,0,1
119185,1,0,0,0,1,1,1,0,1,1
119195,1,0,0,0,1,1,1,0,0,1
119205,1,0,0,0,1,1,1,0,0,1
119215,1,0,0,0,1,1,1,0,0,1
119225,1,0,0,0,1,1,1,0,0,1
119235,1,0,0,0,1,1,1,0,0,1
119245,1,0,0,0,1,1,1,0,0,1
119255,1,0,0,0,1,1,1,0,0,1
119265,1,1,0,0,1,1,0,0,1,1
119275,1,1,0,0,1,1,0,0,0,1
119285,1,1,0,0,1,1,0,0,0,1
119295,1,1,0,0,1,1,0,0,0,1
119305,1,1,0,0,1,1,0,0,0,1
119315,1,1,0,0,1,1,0,0,0,1
119325,1,1,0,0,1,1,0,0,0,1
119335,1,1,0,0,1,1,0,0,0,1
119345,0,1,1,1,0,1,1,1,1,1
119355,0,1,1,1,0,1,1,1,0,1
119365,0,1,1,1,0,1,1,1,0,1
119375,0,1,1,1,0,1,1,1,0,1
119385,0,1,1,1,0,1,1,1,0,1
119395,0,1,1,1,0,1,1,1,0,1
119405,0,1,1,1,0,1,1,1,0,1
119415,0,1,1,1,0,1,1,1,0,1
119425,0,1,0,0,0,1,0,1,1,1
119435,0,1,0,0,0,1,0,1,0,1
119445,0,1,0,0,0,1,0,1,0,1
119455,0,1,0,0,0,1,0,1,0,1
119465,0,1,0,0,0,1,0,1,0,1
119475,0,1,0,0,0,1,0,1,0,1
119485,0,1,0,0,0,1,0,1,0,1
119495,0,1,0,0,0,1,0,1,0,1
119505,0,1,1,0,0,1,1,1,1,1
119515,0,1,1,0,0,1,1,1,0,1
119525,0,1,1,0,0,1,1,1,0,1
119535,0,1,1,0,0,1,1,1,0,1
119545,0,1,1,0,0,1,1,1,0,1
119555,0,1,1,0,0,1,1,1,0,1
119565,0,1,1,0,0,1,1,1,0,1
119575,0,1,1,0,0,1,1,1,0,1
119585,1,1,0,0,0,1,1,1,1,1
119595,1,1,0,0,0,1,1,1,0,1
119605,1,1,0,0,0,1,1,1,0,1
119615,1,1,0,0,0,1,1,1,0,1
119625,1,1,0,0,0,1,1,1,0,1
119635,1,1,0,0,0,1,1,1,0,1
119645,1,1,0,0,0,1,1,1,0,1
119655,1,1,0,0,0,1,1,1,0,1
119665,1,0,0,0,1,1,0,1,1,1
119675,1,0,0,0,1,1,0,1,0,1
119685,1,0,0,0,1,1,0,1,0,1
119695,1,0,0,0,1,1,0,1,0,1
119705,1,0,0,0,1,1,0,1,0,1
119715,1,0,0,0,1,1,0,1,0,1
119725,1,0,0,0,1,1,0,1,0,1
119735,1,0,0,0,1,1,0,1,0,1
119745,1,1,1,1,0,1,0,0,1,1
119755,1,1,1,1,0,1,0,0,0,1
119765,1,1,1,1,0,1,0,0,0,1
119775,1,1,1,1,0,1,0,0,0,1
119785,1,1,1,1,0,1,0,0,0,1
119795,1,1,1,1,0,1,0,0,0,1
119805,1,1,1,1,0,1,0,0,0,1
119815,1,1,1,1,0,1,0,0,0,1
119825,0,0,1,1,1,0,1,1,1,1
119835,0,0,1,1,1,0,1,1,0,1
119845,0,0,1,1,1,0,1,1,0,1
119855,0,0,1,1,1,0,1,1,0,1
119865,0,0,1,1,1,0,1,1,0,1
119875,0,0,1,1,1,0,1,1,0,1
119885,0,0,1,1,1,0,1,1,0,1
119895,0,0,1,1,1,0,1,1,0,1
119905,1,1,1,0,0,0,1,0,1,1
119915,1,1,1,0,0,0,1,0,0,1
119925,1,1,1,0,0,0,1,0,0,1
119935,1,1,1,0,0,0,1,0,0,1
119945,1,1,1,0,0,0,1,0,0,1
119955,1,1,1,0,0,0,1,0,0,1
119965,1,1,1,0,0,0,1,0,0,1
119975,1,1,1,0,0,0,1,0,0,1
119985,1,1,0,1,1,1,0,1,1,1
119995,1,1,0,1,1,1,0,1,0,1
120005,1,1,0,1,1,1,0,1,0,1
120015,1,1,0,1,1,1,0,1,0,1
120025,1,1,0,1,1,1,0,1,0,1
120035,1,1,0,1,1,1,0,1,0,1
120045,1,1,0,1,1,1,0,1,0,1
120055,1,1,0,1,1,1,0,1,0,1
120065,0,0,0,1,0,1,1,1,1,1
120075,0,0,0,1,0,1,1,1,0,1
120085,0,0,0,1,0,1,1,1,0,1
120095,0,0,0,1,0,1,1,1,0,1
120105,0,0,0,1,0,1,1,1,0,1
120115,0,0,0,1,0,1,1,1,0,1
120125,0,0,0,1,0,1,1,1,0,1
120135,0,0,0,1,0,1,1,1,0,1
120145,0,0,1,1,0,0,1,1,1,1
120155,0,0,1,1,0,0,1,1,0,1
120165,0,0,1,1,0,0,1,1,0,1
120175,0,0,1,1,0,0,1,1,0,1
120185,0,0,1,1,0,0,1,1,0,1
120195,0,0,1,1,0,0,1,1,0,1
120205,0,0,1,1,0,0,1,1,0,1
120215,0,0,1,1,0,0,1,1,0,1
120225,0,0,0,0,0,1,0,0,1,1
120235,0,0,0,0,0,1,0,0,0,1
120245,0,0,0,0,0,1,0,0,0,1
120255,0,0,0,0,0,1,0,0,0,1
120265,0,0,0,0,0,1,0,0,0,1
120275,0,0,0,0,0,1,0,0,0,1
120285,0,0,0,0,0,1,0,0,0,1
120295,0,0,0,0,0,1,0,0,0,1
120305,1,0,1,0,0,0,1,0,1,1
120315,1,0,1,0,0,0,1,0,0,1
120325,1,0,1,0,0,0,1,0,0,1
120335,1,0,1,0,0,0,1,0,0,1
120345,1,0,1,0,0,0,1,0,0,1
120355,1,0,1,0,0,0,1,0,0,1
120365,1,0,1,0,0,0,1,0,0,1
120375,1,0,1,0,0,0,1,0,0,1
120385,1,1,0,1,1,1,1,0,1,1
120395,1,1,0,1,1,1,1,0,0,1
120405,1,1,0,1,1,1,1,0,0,1
120415,1,1,0,1,1,1,1,0,0,1
120425,1,1,0,1,1,1,1,0,0,1
120435,1,1,0,1,1,1,1,0,0,1
120445,1,1,0,1,1,1,1,0,0,1
120455,1,1,0,1,1,1,1,0,0,1
120465,0,1,0,0,1,0,1,0,1,1
120475,0,1,0,0,1,0,1,0,0,1
120485,0,1,0,0,1,0,1,0,0,1
120495,0,1,0,0,1,0,1,0,0,1
120505,0,1,0,0,1,0,1,0,0,1
120515,0,1,0,0,1,0,1,0,0,1
120525,0,1,0,0,1,0,1,0,0,1
120535,0,1,0,0,1,0,1,0,0,1
120545,0,1,0,0,0,0,1,1,1,1
120555,0,1,0,0,0,0,1,1,0,1
120565,0,1,0,0,0,0,1,1,0,1
120575,0,1,0,0,0,0,1,1,0,1
120585,0,1,0,0,0,0,1,1,0,1
120595,0,1,0,0,0,0,1,1,0,1
120605,0,1,0,0,0,0,1,1,0,1
120615,0,1,0,0,0,0,1,1,0,1
120625,0,0,1,1,1,0,1,0,1,1
120635,0,0,1,1,1,0,1,0,0,1
120645,0,0,1,1,1,0,1,0,0,1
120655,0,0,1,1,1,0,1,0,0,1
120665,0,0,1,1,1,0,1,0,0,1
120675,0,0,1,1,1,0,1,0,0,1
120685,0,0,1,1,1,0,1,0,0,1
120695,0,0,1,1,1,0,1,0,0,1
120705,1,1,1,0,1,1,1,1,1,1
120715,1,1,1,0,1,1,1,1,0,1
120725,1,1,1,0,1,1,1,1,0,1
120735,1,1,1,0,1,1,1,1,0,1
120745,1,1,1,0,1,1,1,1,0,1
120755,1,1,1,0,1,1,1,1,0,1
120765,1,1,1,0,1,1,1,1,0,1
120775,1,1,1,0,1,1,1,1,0,1
120785,0,0,1,0,1,0,0,1,1,1
120795,0,0,1,0,1,0,0,1,0,1
120805,0,0,1,0,1,0,0,1,0,1
120815,0,0,1,0,1,0,0,1,0,1
120825,0,0,1,0,1,0,0,1,0,1
120835,0,0,1,0,1,0,0,1,0,1
120845,0,0,1,0,1,0,0,1,0,1
120855,0,0,1,0,1,0,0,1,0,1
120865,1,0,1,0,1,1,1,1,1,1
120875,1,0,1,0,1,1,1,1,0,1
120885,1,0,1,0,1,1,1,1,0,1
120895,1,0,1,0,1,1,1,1,0,1
120905,1,0,1,0,1,1,1,1,0,1
120915,1,0,1,0,1,1,1,1,0,1
120925,1,0,1,0,1,1,1,1,0,1
120935,1,0,1,0,1,1,1,1,0,1
120945,1,0,1,1,1,0,0,1,1,1
120955,1,0,1,1,1,0,0,1,0,1
120965,1,0,1,1,1,0,0,1,0,1
120975,1,0,1,1,1,0,0,1,0,1
120985,1,0,1,1,1,0,0,1,0,1
120995,1,0,1,1,1,0,0,1,0,1
121005,1,0,1,1,1,0,0,1,0,1
121015,1,0,1,1,1,0,0,1,0,1
121025,1,1,1,1,1,1,1,1,1,1
121035,1,1,1,1,1,1,1,1,0,1
121045,1,1,1,1,1,1,1,1,0,1
121055,1,1,1,1,1,1,1,1,0,1
121065,1,1,1,1,1,1,1,1,0,1
121075,1,1,1,1,1,1,1,1,0,1
121085,1,1,1,1,1,1,1,1,0,1
121095,1,1,1,1,1,1,1,1,0,1
121105,1,0,0,0,0,1,0,0,1,1
121115,1,0,0,0,0,1,0,0,0,1
121125,1,0,0,0,0,1,0,0,0,1
121135,1,0,0,0,0,1,0,0,0,1
121145,1,0,0,0,0,1,0,0,0,1
121155,1,0,0,0,0,1,0,0,0,1
121165,1,0,0,0,0,1,0,0,0,1
121175,1,0,0,0,0,1,0,0,0,1
121185,0,0,1,1,1,0,0,1,1,1
121195,0,0,1,1,1,0,0,1,0,1
121205,0,0,1,1,1,0,0,1,0,1
121215,0,0,1,1,1,0,0,1,0,1
121225,0,0,1,1,1,0,0,1,0,1
121235,0,0,1,1,1,0,0,1,0,1
121245,0,0,1,1,1,0,0,1,0,1
121255,0,0,1,1,1,0,0,1,0,1
121265,0,0,1,1,1,1,0,0,1,1
121275,0,0,1,1,1,1,0,0,0,1
121285,0,0,1,1,1,1,0,0,0,1
121295,0,0,1,1,1,1,0,0,0,1
121305,0,0,1,1,1,1,0,0,0,1
121315,0,0,1,1,1,1,0,0,0,1
121325,0,0,1,1,1,1,0,0,0,1
121335,0,0,1,1,1,1,0,0,0,1
121345,0,0,0,0,0,1,1,1,1,1
121355,0,0,0,0,0,1,1,1,0,1
121365,0,0,0,0,0,1,1,1,0,1
121375,0,0,0,0,0,1,1,1,0,1
121385,0,0,0,0,0,1,1,1,0,1
121395,0,0,0,0,0,1,1,1,0,1
121405,0,0,0,0,0,1,1,1,0,1
121415,0,0,0,0,0,1,1,1,0,1
121425,1,0,1,1,1,1,0,1,1,1
121435,1,0,1,1,1,1,0,1,0,1
121445,1,0,1,1,1,1,0,1,0,1
121455,1,0,1,1,1,1,0,1,0,1
121465,1,0,1,1,1,1,0,1,0,1
121475,1,0,1,1,1,1,0,1,0,1
121485,1,0,1,1,1,1,0,1,0,1
121495,1,0,1,1,1,1,0,1,0,1
121505,1,0,0,1,1,0,1,1,1,1
121515,1,0,0,1,1,0,1,1,0,1
121525,1,0,0,1,1,0,1,1,0,1
121535,1,0,0,1,1,0,1,1,0,1
121545,1,0,0,1,1,0,1,1,0,1
121555,1,0,0,1,1,0,1,1,0,1
121565,1,0,0,1,1,0,1,1,0,1
121575,1,0,0,1,1,0,1,1,0,1
121585,1,1,1,1,1,0,1,0,1,1
121595,1,1,1,1,1,0,1,0,0,1
121605,1,1,1,1,1,0,1,0,0,1
121615,1,1,1,1,1,0,1,0,0,1
121625,1,1,1,1,1,0,1,0,0,1
121635,1,1,1,1,1,0,1,0,0,1
121645,1,1,1,1,1,0,1,0,0,1
121655,1,1,1,1,1,0,1,0,0,1
